country	detected	healed	deceased	date
Schleswig-Holstein	9	0	0	09.03.20
Brandenburg	6	0	0	09.03.20
Saarland	6	0	0	09.03.20
Bremen	4	0	0	09.03.20
Thüringen	2	0	0	09.03.20
Nordrhein-Westfalen	648	0	2	10.03.20
Bayern	314	14	0	10.03.20
Baden-Württemberg	277	2	0	10.03.20
Niedersachsen	66	1	0	10.03.20
Berlin	58	0	0	10.03.20
Hessen	35	0	0	10.03.20
Hamburg	35	0	0	10.03.20
Rheinland-Pfalz	25	1	0	10.03.20
Sachsen	24	0	0	10.03.20
Bremen	22	0	0	10.03.20
Brandenburg	16	0	0	10.03.20
Mecklenburg-Vorpommern	13	0	0	10.03.20
Schleswig-Holstein	9	0	0	10.03.20
Thüringen	8	0	0	10.03.20
Sachsen-Anhalt	8	0	0	10.03.20
Saarland	7	0	0	10.03.20
Nordrhein-Westfalen	801	6	3	11.03.20
Bayern	366	14	0	11.03.20
Baden-Württemberg	335	2	0	11.03.20
Berlin	90	0	0	11.03.20
Niedersachsen	78	1	0	11.03.20
Hamburg	54	0	0	11.03.20
Hessen	48	0	0	11.03.20
Bremen	32	1	0	11.03.20
Rheinland-Pfalz	29	1	0	11.03.20
Schleswig-Holstein	27	0	0	11.03.20
Sachsen	26	0	0	11.03.20
Brandenburg	24	0	0	11.03.20
Mecklenburg-Vorpommern	17	0	0	11.03.20
Sachsen-Anhalt	15	0	0	11.03.20
Saarland	14	0	0	11.03.20
Thüringen	10	0	0	11.03.20
Nordrhein-Westfalen	1041	6	4	12.03.20
Bayern	500	14	1	12.03.20
Baden-Württemberg	454	2	1	12.03.20
Berlin	137	0	0	12.03.20
Niedersachsen	129	1	0	12.03.20
Hessen	99	0	0	12.03.20
Hamburg	88	0	0	12.03.20
Rheinland-Pfalz	52	1	0	12.03.20
Sachsen	49	0	0	12.03.20
Bremen	38	1	0	12.03.20
Schleswig-Holstein	31	0	0	12.03.20
Brandenburg	30	0	0	12.03.20
Saarland	29	0	0	12.03.20
Sachsen-Anhalt	27	0	0	12.03.20
Mecklenburg-Vorpommern	23	0	0	12.03.20
Thüringen	18	0	0	12.03.20
Nordrhein-Westfalen	1433	27	4	13.03.20
Baden-Württemberg	569	2	3	13.03.20
Bayern	558	14	1	13.03.20
Niedersachsen	230	1	0	13.03.20
Berlin	174	0	0	13.03.20
Hessen	148	0	0	13.03.20
Rheinland-Pfalz	102	1	0	13.03.20
Hamburg	99	0	0	13.03.20
Sachsen	83	0	0	13.03.20
Schleswig-Holstein	48	0	0	13.03.20
Brandenburg	44	0	0	13.03.20
Sachsen-Anhalt	42	0	0	13.03.20
Bremen	42	1	0	13.03.20
Saarland	40	0	0	13.03.20
Mecklenburg-Vorpommern	33	0	0	13.03.20
Thüringen	30	0	0	13.03.20
Nordrhein-Westfalen	1636	27	5	14.03.20
Baden-Württemberg	827	2	3	14.03.20
Bayern	681	14	1	14.03.20
Niedersachsen	253	1	0	14.03.20
Berlin	216	0	0	14.03.20
Hessen	203	0	0	14.03.20
Rheinland-Pfalz	162	1	0	14.03.20
Hamburg	158	0	0	14.03.20
Sachsen	99	0	0	14.03.20
Brandenburg	61	0	0	14.03.20
Schleswig-Holstein	60	0	0	14.03.20
Bremen	53	1	0	14.03.20
Thüringen	46	0	0	14.03.20
Sachsen-Anhalt	45	0	0	14.03.20
Mecklenburg-Vorpommern	45	0	0	14.03.20
Saarland	40	0	0	14.03.20
Nordrhein-Westfalen	2100	27	6	15.03.20
Baden-Württemberg	977	2	3	15.03.20
Bayern	886	14	4	15.03.20
Niedersachsen	287	1	0	15.03.20
Berlin	283	0	0	15.03.20
Hessen	282	0	0	15.03.20
Rheinland-Pfalz	200	1	0	15.03.20
Hamburg	196	0	0	15.03.20
Sachsen	130	0	0	15.03.20
Schleswig-Holstein	103	0	0	15.03.20
Brandenburg	84	0	0	15.03.20
Saarland	74	0	0	15.03.20
Bremen	56	1	0	15.03.20
Sachsen-Anhalt	54	0	0	15.03.20
Thüringen	51	0	0	15.03.20
Mecklenburg-Vorpommern	50	0	0	15.03.20
Nordrhein-Westfalen	2744	39	8	16.03.20
Baden-Württemberg	1105	7	3	16.03.20
Bayern	1067	14	5	16.03.20
Niedersachsen	391	1	0	16.03.20
Hessen	342	2	0	16.03.20
Berlin	332	0	0	16.03.20
Rheinland-Pfalz	325	1	0	16.03.20
Hamburg	260	1	1	16.03.20
Sachsen	152	0	0	16.03.20
Schleswig-Holstein	123	0	0	16.03.20
Brandenburg	94	0	0	16.03.20
Saarland	85	0	0	16.03.20
Sachsen-Anhalt	77	0	0	16.03.20
Thüringen	67	1	0	16.03.20
Bremen	57	1	0	16.03.20
Mecklenburg-Vorpommern	51	0	0	16.03.20
Nordrhein-Westfalen	3375	39	13	17.03.20
Baden-Württemberg	1641	7	6	17.03.20
Bayern	1352	14	5	17.03.20
Niedersachsen	563	1	0	17.03.20
Rheinland-Pfalz	435	1	0	17.03.20
Berlin	383	1	0	17.03.20
Hessen	381	2	1	17.03.20
Hamburg	312	1	1	17.03.20
Sachsen	247	0	0	17.03.20
Schleswig-Holstein	145	0	0	17.03.20
Brandenburg	114	1	0	17.03.20
Sachsen-Anhalt	105	0	0	17.03.20
Saarland	101	0	0	17.03.20
Thüringen	71	1	0	17.03.20
Mecklenburg-Vorpommern	69	0	0	17.03.20
Bremen	66	3	0	17.03.20
Nordrhein-Westfalen	4268	67	13	18.03.20
Baden-Württemberg	2184	8	8	18.03.20
Bayern	1798	14	5	18.03.20
Niedersachsen	740	1	0	18.03.20
Rheinland-Pfalz	603	1	0	18.03.20
Hessen	547	2	1	18.03.20
Berlin	519	6	0	18.03.20
Hamburg	414	1	1	18.03.20
Sachsen	296	0	0	18.03.20
Schleswig-Holstein	196	0	0	18.03.20
Brandenburg	171	1	0	18.03.20
Saarland	169	0	0	18.03.20
Sachsen-Anhalt	133	0	0	18.03.20
Thüringen	114	1	0	18.03.20
Mecklenburg-Vorpommern	100	0	0	18.03.20
Bremen	75	3	0	18.03.20
Nordrhein-Westfalen	4971	75	17	19.03.20
Baden-Württemberg	2748	8	11	19.03.20
Bayern	2282	14	13	19.03.20
Niedersachsen	981	1	0	19.03.20
Rheinland-Pfalz	749	1	0	19.03.20
Hessen	740	3	1	19.03.20
Berlin	688	6	0	19.03.20
Hamburg	506	1	1	19.03.20
Sachsen	389	0	0	19.03.20
Schleswig-Holstein	253	0	1	19.03.20
Saarland	217	0	0	19.03.20
Brandenburg	204	1	0	19.03.20
Sachsen-Anhalt	174	0	0	19.03.20
Thüringen	166	2	0	19.03.20
Mecklenburg-Vorpommern	133	0	0	19.03.20
Bremen	119	3	0	19.03.20
Nordrhein-Westfalen	6301	127	22	20.03.20
Baden-Württemberg	3665	14	17	20.03.20
Bayern	3107	15	20	20.03.20
Niedersachsen	1262	4	0	20.03.20
Hessen	962	3	2	20.03.20
Rheinland-Pfalz	890	1	2	20.03.20
Berlin	868	6	1	20.03.20
Hamburg	664	1	1	20.03.20
Sachsen	562	2	1	20.03.20
Schleswig-Holstein	321	0	1	20.03.20
Brandenburg	265	1	0	20.03.20
Saarland	255	0	0	20.03.20
Sachsen-Anhalt	217	0	0	20.03.20
Thüringen	215	3	1	20.03.20
Mecklenburg-Vorpommern	167	0	0	20.03.20
Bremen	127	3	0	20.03.20
Nordrhein-Westfalen	6849	158	24	21.03.20
Baden-Württemberg	3818	19	23	21.03.20
Bayern	3695	15	21	21.03.20
Niedersachsen	1452	4	4	21.03.20
Hessen	1166	5	2	21.03.20
Rheinland-Pfalz	1062	1	2	21.03.20
Berlin	1025	6	1	21.03.20
Hamburg	768	1	1	21.03.20
Sachsen	650	2	1	21.03.20
Schleswig-Holstein	383	0	1	21.03.20
Brandenburg	315	1	1	21.03.20
Saarland	301	0	1	21.03.20
Thüringen	277	24	1	21.03.20
Sachsen-Anhalt	253	0	1	21.03.20
Mecklenburg-Vorpommern	182	0	0	21.03.20
Bremen	168	3	0	21.03.20
Nordrhein-Westfalen	7361	163	33	22.03.20
Bayern	4457	21	22	22.03.20
Baden-Württemberg	4300	29	23	22.03.20
Niedersachsen	1586	6	4	22.03.20
Hessen	1267	6	3	22.03.20
Rheinland-Pfalz	1149	1	2	22.03.20
Berlin	1071	6	1	22.03.20
Hamburg	887	1	1	22.03.20
Sachsen	731	2	1	22.03.20
Schleswig-Holstein	436	0	1	22.03.20
Brandenburg	353	1	1	22.03.20
Thüringen	328	27	1	22.03.20
Saarland	318	0	1	22.03.20
Sachsen-Anhalt	269	0	0	22.03.20
Mecklenburg-Vorpommern	187	0	0	22.03.20
Bremen	173	3	0	22.03.20
Nordrhein-Westfalen	8224	187	41	23.03.20
Bayern	5719	21	27	23.03.20
Baden-Württemberg	5333	130	31	23.03.20
Niedersachsen	1779	28	6	23.03.20
Hessen	1352	6	3	23.03.20
Rheinland-Pfalz	1285	5	4	23.03.20
Berlin	1219	6	2	23.03.20
Hamburg	989	1	1	23.03.20
Sachsen	865	2	3	23.03.20
Schleswig-Holstein	467	1	1	23.03.20
Brandenburg	385	1	1	23.03.20
Saarland	383	2	1	23.03.20
Thüringen	377	33	1	23.03.20
Sachsen-Anhalt	303	0	1	23.03.20
Mecklenburg-Vorpommern	201	4	0	23.03.20
Bremen	175	26	0	23.03.20
Nordrhein-Westfalen	9087	522	54	24.03.20
Bayern	6362	21	31	24.03.20
Baden-Württemberg	6043	143	37	24.03.20
Niedersachsen	2071	54	8	24.03.20
Hessen	1620	6	4	24.03.20
Rheinland-Pfalz	1480	6	5	24.03.20
Berlin	1425	6	3	24.03.20
Hamburg	1237	1	1	24.03.20
Sachsen	1018	14	6	24.03.20
Schleswig-Holstein	544	2	2	24.03.20
Brandenburg	443	1	1	24.03.20
Saarland	433	14	3	24.03.20
Thüringen	432	52	1	24.03.20
Sachsen-Anhalt	377	1	1	24.03.20
Mecklenburg-Vorpommern	219	4	0	24.03.20
Bremen	195	26	0	24.03.20
Nordrhein-Westfalen	9764	755	66	25.03.20
Bayern	7289	47	41	25.03.20
Baden-Württemberg	7252	186	56	25.03.20
Niedersachsen	2313	83	8	25.03.20
Hessen	1909	19	6	25.03.20
Berlin	1645	6	4	25.03.20
Rheinland-Pfalz	1637	6	6	25.03.20
Hamburg	1450	1	1	25.03.20
Sachsen	1128	14	6	25.03.20
Schleswig-Holstein	609	2	4	25.03.20
Brandenburg	505	1	1	25.03.20
Thüringen	479	64	2	25.03.20
Saarland	466	21	3	25.03.20
Sachsen-Anhalt	420	2	1	25.03.20
Mecklenburg-Vorpommern	245	5	0	25.03.20
Bremen	212	35	1	25.03.20
Nordrhein-Westfalen	10948	837	82	26.03.20
Bayern	8842	99	52	26.03.20
Baden-Württemberg	8441	285	76	26.03.20
Niedersachsen	2726	234	10	26.03.20
Hessen	2170	19	6	26.03.20
Berlin	1937	6	5	26.03.20
Rheinland-Pfalz	1873	7	8	26.03.20
Hamburg	1614	1	1	26.03.20
Sachsen	1275	15	8	26.03.20
Schleswig-Holstein	685	3	4	26.03.20
Brandenburg	579	9	1	26.03.20
Thüringen	572	72	3	26.03.20
Saarland	540	25	3	26.03.20
Sachsen-Anhalt	500	21	2	26.03.20
Mecklenburg-Vorpommern	265	5	0	26.03.20
Bremen	244	40	1	26.03.20
Nordrhein-Westfalen	12114	1090	92	27.03.20
Bayern	10180	208	59	27.03.20
Baden-Württemberg	9729	366	101	27.03.20
Niedersachsen	3175	298	12	27.03.20
Hessen	2392	77	7	27.03.20
Berlin	2152	645	8	27.03.20
Rheinland-Pfalz	2101	33	11	27.03.20
Hamburg	1759	1	2	27.03.20
Sachsen	1505	15	9	27.03.20
Schleswig-Holstein	821	4	5	27.03.20
Brandenburg	696	16	3	27.03.20
Thüringen	668	72	4	27.03.20
Saarland	614	25	6	27.03.20
Sachsen-Anhalt	561	22	2	27.03.20
Mecklenburg-Vorpommern	309	7	0	27.03.20
Bremen	263	53	2	27.03.20
Nordrhein-Westfalen	12744	1464	105	28.03.20
Bayern	11862	276	85	28.03.20
Baden-Württemberg	10819	552	118	28.03.20
Niedersachsen	3483	372	21	28.03.20
Hessen	2776	149	10	28.03.20
Rheinland-Pfalz	2357	50	12	28.03.20
Berlin	2337	645	9	28.03.20
Hamburg	1935	1	4	28.03.20
Sachsen	1700	17	9	28.03.20
Schleswig-Holstein	917	11	5	28.03.20
Brandenburg	747	42	4	28.03.20
Thüringen	702	80	5	28.03.20
Saarland	669	36	6	28.03.20
Sachsen-Anhalt	594	22	2	28.03.20
Mecklenburg-Vorpommern	348	11	1	28.03.20
Bremen	278	53	2	28.03.20
Nordrhein-Westfalen	13630	1733	110	29.03.20
Bayern	13263	332	110	29.03.20
Baden-Württemberg	11536	639	128	29.03.20
Niedersachsen	3786	465	27	29.03.20
Hessen	2943	155	11	29.03.20
Rheinland-Pfalz	2545	73	18	29.03.20
Berlin	2462	845	11	29.03.20
Hamburg	2078	1	4	29.03.20
Sachsen	1816	24	10	29.03.20
Schleswig-Holstein	1007	15	6	29.03.20
Brandenburg	833	47	4	29.03.20
